Branch_name,Vehicle_Make,Year_Manufacture,Loan_Tenure,Interest_Rate,Annual_Income,Loan_Amount
TAMAN SRI TEBRAU,PROTON,2019,108,0.0483," RM24,001 - RM48,000",31400
RAUB BRANCH,PROTON,2019,60,0.0388," RM72,001 - RM96,000",100000
SKUDAI BRANCH,PERODUA,2019,84,0.047," RM24,001 - RM48,000",35000
TAMAN SRI TEBRAU,HONDA,2019,108,0.0398," RM24,001 - RM48,000",72000
"JALAN BESERAH, KUANTAN   ",NISSAN,2019,108,0.0408," RM48,001 - RM72,000",64000
JALAN TUN JUGAH,PROTON,2019,108,0.0505," RM18,001 - RM24,000",33000
RAUB BRANCH,HONDA,2019,84,0.0396," RM48,001 - RM72,000",66000
"PUSAT DAGANGAN BAKRI,MUAR",HONDA,2019,108,0.0398," RM72,001 - RM96,000",100000
"JALAN BESERAH, KUANTAN   ",HONDA,2019,60,0.0388," Above RM120,000    ",80000
SS2 PJ,NISSAN,2019,108,0.0392," RM24,001 - RM48,000",95000
"JLN KAMPONG BARU, SUNGAI PETANI BRANCH",PERODUA,2019,108,0.0495," RM48,001 - RM72,000",50000
"JALAN KAPAR, KLANG          ",TOYOTA,2019,36,0.0412," RM48,001 - RM72,000",45000
JELUTONG,NISSAN,2019,60,0.0387," Above RM120,000    ",100000
AUTO CITY-JURU PRAI,PROTON,2019,60,0.0483, Undisclosed        ,20000
"KOMPLEKS MUNSHI ABDULLAH, MELAKA BRANCH",KIA,2018,108,0.0408," RM96,001 - RM120,000",87100
PUCHONG JAYA,HONDA,2019,108,0.0403," RM48,001 - RM72,000",76000
TAMAN MIDAH,PERODUA,2019,36,0.0433," RM18,001 - RM24,000",60000
AUSTIN HEIGHTS BRANCH,NISSAN,2019,108,0.0387," RM96,001 - RM120,000",133000
SERIAN BRANCH,HONDA,2019,60,0.0392," RM48,001 - RM72,000",110000
DUNGUN BRANCH,PERODUA,2019,108,0.0475," RM24,001 - RM48,000",25000
KL MAIN (EON BUILDING),PROTON,2019,108,0.0479," RM24,001 - RM48,000",36800
BANDAR SUNWAY BRANCH,HYUNDAI,2019,108,0.0389, Undisclosed        ,106400
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",PERODUA,2019,108,0.0464," Above RM120,000    ",50000
TAMAN SRI TEBRAU,VOLKSWAGEN,2019,84,0.0398," RM48,001 - RM72,000",60500
UPPER LANANG,PERODUA,2019,108,0.0485," RM24,001 - RM48,000",39000
"JALAN KAPAR, KLANG          ",TOYOTA,2019,60,0.04," RM24,001 - RM48,000",50000
KL MAIN (EON BUILDING),GREAT WALL,2019,60,0.0438," RM48,001 - RM72,000",57700
KEPONG BRANCH,MITSUBISHI,2018,108,0.0399," RM48,001 - RM72,000",118500
TAMAN SRI TEBRAU,MAZDA,2019,60,0.0396," RM24,001 - RM48,000",60000
KROKOP ,PROTON,2019,60,0.0449," Above RM120,000    ",40000
BATU PAHAT BRANCH,PROTON,2019,108,0.0482," RM18,001 - RM24,000",32500
SANDAKAN BRANCH,PERODUA,2019,108,0.0485," RM24,001 - RM48,000",45000
SIBU,PERODUA,2019,84,0.047," RM18,001 - RM24,000",35000
"JALAN KAPAR, KLANG          ",PERODUA,2019,84,0.0413," Above RM120,000    ",72200
PUCHONG JAYA,HONDA,2019,24,0.0534," Above RM120,000    ",20000
SEREMBAN 2,MAZDA,2019,108,0.04," RM24,001 - RM48,000",114000
KL MAIN (EON BUILDING),MAZDA,2019,84,0.0387," RM48,001 - RM72,000",100000
TAMAN SRI TEBRAU,VOLKSWAGEN,2019,84,0.0398," Above RM120,000    ",72000
JALAN TUN RAZAK,PROTON,2019,84,0.0381," RM72,001 - RM96,000",93000
SS2 PJ,HONDA,2019,84,0.0409," RM24,001 - RM48,000",36000
TAMAN MIDAH,HONDA,2019,84,0.0388," Above RM120,000    ",100000
RAUB BRANCH,PROTON,2019,60,0.0465," Above RM120,000    ",27000
BATU BERENDAM,PROTON,2018,48,0.0395," RM96,001 - RM120,000",75000
BATU PAHAT BRANCH,PERODUA,2019,108,0.0511," RM18,001 - RM24,000",31900
SIBU,TOYOTA,2019,108,0.0394," RM72,001 - RM96,000",79100
MELAKA TMR1,PERODUA,2019,108,0.049," RM18,001 - RM24,000",36000
"MENJALARA, KUALA LUMPUR",PERODUA,2019,108,0.0458," RM24,001 - RM48,000",50200
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0421," RM24,001 - RM48,000",64200
MUKAH BRANCH,PROTON,2019,108,0.048," RM24,001 - RM48,000",38000
"JALAN KAPAR, KLANG          ",MAZDA,2019,84,0.0388," RM48,001 - RM72,000",100000
SS2 PJ,HONDA,2019,108,0.0404," RM96,001 - RM120,000",71900
TAMAN SRI TEBRAU,PROTON,2019,108,0.0473," RM24,001 - RM48,000",51200
JALAN KENANGA BRANCH,HYUNDAI,2019,84,0.0375," Above RM120,000    ",148000
TAMAN MIDAH,HONDA,2019,108,0.0401," RM72,001 - RM96,000",140000
KOTA KENMUNING,HONDA,2019,108,0.0403," RM24,001 - RM48,000",75700
"JALAN KAPAR, KLANG          ",PROTON,2019,60,0.0386," Above RM120,000    ",108400
PENANG BRANCH,HONDA,2019,108,0.0393," RM48,001 - RM72,000",96000
KOTA KINABALU API API,PERODUA,2019,84,0.0486, Undisclosed        ,36200
"TAMAN SENTOSA, KLANG BRANCH",NISSAN,2019,108,0.0392," RM24,001 - RM48,000",72000
SEREMBAN 2,PERODUA,2019,108,0.0468," RM48,001 - RM72,000",36000
KROKOP ,SUBARU,2019,108,0.04," RM48,001 - RM72,000",137000
SANDAKAN BRANCH,PERODUA,2019,108,0.0469," RM24,001 - RM48,000",34300
SS2 PJ,HONDA,2019,108,0.0401," RM18,001 - RM24,000",58000
TAMAN SRI TEBRAU,PERODUA,2019,36,0.0454," RM24,001 - RM48,000",28000
BIDOR BRANCH,PERODUA,2019,108,0.0425," RM18,001 - RM24,000",55000
"JALAN KAPAR, KLANG          ",PROTON,2019,84,0.0453," RM24,001 - RM48,000",43000
"TAMAN SENTOSA, KLANG BRANCH",PERODUA,2019,84,0.0475," RM48,001 - RM72,000",31000
TAMAN SRI TEBRAU,PROTON,2019,84,0.0458," RM48,001 - RM72,000",35000
"JALAN KAPAR, KLANG          ",TOYOTA,2019,60,0.0396," RM24,001 - RM48,000",60000
TAMAN SRI TEBRAU,PROTON,2019,60,0.0385," RM72,001 - RM96,000",114700
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0455," RM24,001 - RM48,000",40000
"JLN SULTAN BADLISHAH, ALOR SETAR BRANCH",PERODUA,2019,108,0.047," RM48,001 - RM72,000",67600
PUCHONG JAYA,PERODUA,2019,84,0.0452," RM24,001 - RM48,000",50000
PASIR GUDANG,PERODUA,2019,108,0.047," RM12,001 - RM18,000",50400
KLUANG BRANCH,MAZDA,2018,84,0.0393," RM48,001 - RM72,000",110000
PANDAN PERDANA BRANCH,PERODUA,2019,108,0.0419," RM24,001 - RM48,000",72000
TAMAN SRI TEBRAU,TOYOTA,2019,108,0.0403," RM96,001 - RM120,000",78000
"KAMUNTING, PERAK            ",TOYOTA,2019,108,0.0392," RM72,001 - RM96,000",75200
USJ,HONDA,2019,108,0.0399," RM96,001 - RM120,000",115500
KL MAIN (EON BUILDING),TOYOTA,2019,60,0.0384," RM48,001 - RM72,000",130000
SEREMBAN 2,MITSUBISHI,2019,84,0.0386," RM24,001 - RM48,000",125300
DAMANSARA CITY BRANCH,PERODUA,2019,108,0.0423," RM48,001 - RM72,000",60300
KOTA KENMUNING,PROTON,2019,36,0.0481," RM48,001 - RM72,000",35000
PUCHONG JAYA,MERCEDES BENZ,2019,108,0.0396," Above RM120,000    ",222000
SS2 PJ,HONDA,2019,108,0.0397," RM24,001 - RM48,000",105700
"JALAN KAPAR, KLANG          ",PERODUA,2019,84,0.0464," RM24,001 - RM48,000",38900
RAWANG BRANCH,MAZDA,2019,108,0.0387," RM48,001 - RM72,000",157500
TAMAN SRI TEBRAU,TOYOTA,2019,60,0.0394," RM48,001 - RM72,000",65000
SEREMBAN 2,VOLKSWAGEN,2019,84,0.04," RM72,001 - RM96,000",52000
BINTANGOR BRANCH,PERODUA,2019,36,0.0427," RM24,001 - RM48,000",18000
KL MAIN (EON BUILDING),PROTON,2019,108,0.0404," RM48,001 - RM72,000",92500
DAMANSARA CITY BRANCH,PROTON,2019,84,0.0465," RM24,001 - RM48,000",29613
KOTA KENMUNING,AUDI,2019,60,0.0369," Above RM120,000    ",230000
PUCHONG JAYA,SUBARU,2019,84,0.039," RM72,001 - RM96,000",110000
JELUTONG,TOYOTA,2019,108,0.0391," RM24,001 - RM48,000",83900
PUCHONG JAYA,BMW,2019,84,0.038," Above RM120,000    ",140000
"JALAN KAPAR, KLANG          ",TOYOTA,2019,60,0.0392," RM72,001 - RM96,000",50000
TAMAN SRI TEBRAU,PROTON,2019,108,0.0484," RM24,001 - RM48,000",31000
SETAPAK BRANCH,PERODUA,2019,108,0.0464," RM24,001 - RM48,000",50900
TAMAN SRI TEBRAU,PROTON,2019,108,0.0399," RM24,001 - RM48,000",95800
TAMAN SRI TEBRAU,HONDA,2019,108,0.04," RM72,001 - RM96,000",110000
SS2 PJ,HONDA,2019,108,0.0398," RM48,001 - RM72,000",71900
BALAKONG BRANCH,TOYOTA,2019,108,0.0401," RM72,001 - RM96,000",66000
KL MAIN (EON BUILDING),MAZDA,2019,108,0.0388," RM48,001 - RM72,000",113000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0459," RM72,001 - RM96,000",31400
SITIAWAN BRANCH,HONDA,2019,108,0.0399," RM72,001 - RM96,000",137000
SS2 PJ,MAZDA,2019,108,0.0387," Above RM120,000    ",130000
GUNUNG RAPAT,PROTON,2019,36,0.04," Above RM120,000    ",80000
KL MAIN (EON BUILDING),TOYOTA,2019,60,0.0376," Above RM120,000    ",174000
PUCHONG JAYA,PROTON,2019,108,0.048," RM18,001 - RM24,000",35500
KOTA KENMUNING,KIA,2019,60,0.043," RM48,001 - RM72,000",25000
KOTA KINABALU API API,ISUZU,2019,108,0.0408," RM24,001 - RM48,000",100000
JELUTONG,PERODUA,2019,108,0.0479," RM72,001 - RM96,000",49500
KOTA KINABALU API API,PERODUA,2018,108,0.0487," RM18,001 - RM24,000",35000
KOTA KINABALU API API,PERODUA,2019,108,0.049," RM72,001 - RM96,000",40700
TAMAN TUN DR ISMAIL BRANCH,VOLKSWAGEN,2019,108,0.0403," RM72,001 - RM96,000",75500
"J.SONG THIAN CHEOK,KUCHING       ",HYUNDAI,2018,108,0.04," RM72,001 - RM96,000",129900
KOTA KINABALU API API,ISUZU,2019,108,0.0389," RM48,001 - RM72,000",101000
BATU PAHAT BRANCH,PROTON,2019,84,0.048," RM24,001 - RM48,000",20000
"DATARAN SUNWAY, SELANGOR    ",PERODUA,2019,36,0.0494," Above RM120,000    ",30000
KL MAIN (EON BUILDING),PROTON,2019,84,0.0386," Above RM120,000    ",115000
SS2 PJ,PERODUA,2019,108,0.0482," RM72,001 - RM96,000",37000
KOTA KINABALU API API,MITSUBISHI,2019,108,0.0389," RM48,001 - RM72,000",103600
BATU PAHAT BRANCH,PERODUA,2019,84,0.0458," RM18,001 - RM24,000",35000
BATU PAHAT BRANCH,PROTON,2019,84,0.0459," RM96,001 - RM120,000",34000
TAMAN SRI TEBRAU,HONDA,2019,108,0.0394," RM48,001 - RM72,000",62000
PUCHONG JAYA,PERODUA,2019,84,0.0447," RM72,001 - RM96,000",50000
"JALAN KAPAR, KLANG          ",MAZDA,2019,108,0.0399," Above RM120,000    ",139000
PUCHONG JAYA,HONDA,2019,108,0.0393," RM48,001 - RM72,000",109000
"TMN KULAI UTAMA, JB ",PERODUA,2019,84,0.0409," RM96,001 - RM120,000",71400
PANDAN JAYA,PERODUA,2019,108,0.0462," RM24,001 - RM48,000",36000
SEREMBAN 2,MERCEDES BENZ,2019,108,0.0386," Above RM120,000    ",350000
KUCHING RH PLAZA,TOYOTA,2019,84,0.0386," RM96,001 - RM120,000",78900
SEREMBAN 2,MITSUBISHI,2019,84,0.039," RM48,001 - RM72,000",90000
"JALAN KAPAR, KLANG          ",HONDA,2019,108,0.0405," RM48,001 - RM72,000",65000
PUCHONG JAYA,PERODUA,2019,84,0.0414," RM48,001 - RM72,000",65000
SS2 PJ,HONDA,2019,84,0.0388," RM24,001 - RM48,000",78000
PANDAN PERDANA BRANCH,HONDA,2019,108,0.0388," RM72,001 - RM96,000",127000
PUCHONG JAYA,PERODUA,2019,84,0.0463," RM24,001 - RM48,000",40000
"JLN SULTAN BADLISHAH, ALOR SETAR BRANCH",PERODUA,2019,60,0.0414," RM48,001 - RM72,000",50000
USJ,BMW,2019,60,0.0374," Above RM120,000    ",250000
BINTULU BRANCH,PERODUA,2019,108,0.0482," RM24,001 - RM48,000",45600
KL MAIN (EON BUILDING),PERODUA,2019,60,0.0451," RM48,001 - RM72,000",35000
SEREMBAN 2,PERODUA,2019,108,0.047," RM24,001 - RM48,000",34000
"JALAN KAPAR, KLANG          ",PERODUA,2019,60,0.0495," RM96,001 - RM120,000",20000
"PUSAT DAGANGAN BAKRI,MUAR",PERODUA,2019,84,0.0451," RM72,001 - RM96,000",40000
KOTA BHARU 1,PERODUA,2019,84,0.048," RM24,001 - RM48,000",38900
KOTA KENMUNING,PROTON,2019,84,0.041," RM24,001 - RM48,000",71000
NILAI,TOYOTA,2019,108,0.0404," RM48,001 - RM72,000",70000
KUCHING RH PLAZA,LEXUS,2018,60,0.0371," Above RM120,000    ",240000
RAUB BRANCH,PERODUA,2019,108,0.05," RM18,001 - RM24,000",39000
BANDAR PUTERI PUCHONG ,MAZDA,2019,60,0.0384," RM96,001 - RM120,000",100000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0487," RM24,001 - RM48,000",34600
"JALAN KAPAR, KLANG          ",PERODUA,2019,60,0.048," RM72,001 - RM96,000",23000
"BANDAR TUN HUSSEIN ONN, SELANGOR",PERODUA,2019,108,0.0464," RM18,001 - RM24,000",32700
"BANDAR BUKIT TINGGI, KLANG BRANCH",PEUGEOT,2018,84,0.041," Above RM120,000    ",135500
TAMAN MIDAH,HONDA,2019,60,0.0385," RM72,001 - RM96,000",60000
"JALAN KAPAR, KLANG          ",HONDA,2019,108,0.0386," RM72,001 - RM96,000",150000
"TAMAN SEGAR, CHERAS BRANCH",PERODUA,2019,108,0.047," RM24,001 - RM48,000",50200
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",TOYOTA,2019,60,0.0407," RM24,001 - RM48,000",40000
KOTA KINABALU API API,ISUZU,2018,108,0.0406," RM24,001 - RM48,000",115000
PETALING STREET BRANCH,TOYOTA,2019,84,0.0398," RM48,001 - RM72,000",45000
TELUK INTAN BRANCH,TOYOTA,2019,108,0.0388," RM48,001 - RM72,000",80000
"PUSAT DAGANGAN BAKRI,MUAR",TOYOTA,2019,84,0.0398," RM48,001 - RM72,000",60000
"MENJALARA, KUALA LUMPUR",PERODUA,2019,84,0.0448," RM24,001 - RM48,000",46700
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0461, Undisclosed        ,50000
BATU BERENDAM,PROTON,2019,108,0.0397," RM96,001 - RM120,000",114000
AMPANG BRANCH,MAZDA,2019,60,0.039," Above RM120,000    ",137000
"JALAN KAPAR, KLANG          ",PERODUA,2019,84,0.0457," RM18,001 - RM24,000",37000
BATU PAHAT BRANCH,PROTON,2019,48,0.0493," RM96,001 - RM120,000",21000
KUCHING RH PLAZA,PROTON,2019,60,0.046," RM72,001 - RM96,000",30000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0419," RM72,001 - RM96,000",71000
SS2 PJ,HONDA,2018,108,0.0399," RM48,001 - RM72,000",115000
MELAKA TMR1,HONDA,2019,108,0.04," RM24,001 - RM48,000",60000
KUCHING RH PLAZA,PERODUA,2019,108,0.0473," RM24,001 - RM48,000",32000
"JALAN GENUANG, SEGAMAT   ",PERODUA,2019,108,0.0463," RM9,001 - RM12,000 ",46400
"PORT KLANG, SELANGOR         ",PERODUA,2018,108,0.048," RM24,001 - RM48,000",43000
"PORT KLANG, SELANGOR         ",HYUNDAI,2019,72,0.0382," RM24,001 - RM48,000",148000
KOTA KINABALU API API,PERODUA,2019,108,0.049," RM18,001 - RM24,000",38000
SOUTHGATE BRANCH,PERODUA,2019,84,0.0471," RM72,001 - RM96,000",46000
DAMANSARA PERDANA BRANCH,HONDA,2019,84,0.0385," RM48,001 - RM72,000",83000
TAMAN SRI TEBRAU,MAZDA,2019,84,0.0388," RM96,001 - RM120,000",140000
KUCHING RH PLAZA,PERODUA,2019,60,0.0423, Undisclosed        ,57000
TAMAN SRI TEBRAU,PROTON,2019,60,0.0389," RM72,001 - RM96,000",70000
SEREMBAN 2,PERODUA,2019,84,0.0415," RM24,001 - RM48,000",64000
TAMAN SRI TEBRAU,KIA,2019,108,0.0407," RM96,001 - RM120,000",90800
PUCHONG JAYA,HONDA,2019,72,0.0394," RM48,001 - RM72,000",60000
"PUSAT DAGANGAN BAKRI,MUAR",PERODUA,2019,84,0.039," RM24,001 - RM48,000",60000
KROKOP ,PERODUA,2019,108,0.0427," RM24,001 - RM48,000",56900
PUCHONG JAYA,PERODUA,2019,84,0.0404," RM24,001 - RM48,000",70000
TAMAN SRI TEBRAU,PROTON,2019,108,0.0479," RM24,001 - RM48,000",36100
KROKOP ,PERODUA,2019,108,0.0486," RM24,001 - RM48,000",42000
KUCHING RH PLAZA,PERODUA,2019,108,0.0463," RM48,001 - RM72,000",52700
PJ CITY BRANCH                          ,PEUGEOT,2019,108,0.0402," Above RM120,000    ",164000
"L. THEAN TEIK,AYER ITAM     ",PROTON,2019,108,0.0404," RM24,001 - RM48,000",95800
SS2 PJ,MAZDA,2019,84,0.0387," Above RM120,000    ",120000
SIBU,PERODUA,2019,108,0.0465, Undisclosed        ,35400
"JLN MASJID LAMA, SARIKEI         ",TOYOTA,2019,108,0.0398," RM48,001 - RM72,000",149000
KOTA KINABALU API API,PERODUA,2019,108,0.0483," RM48,001 - RM72,000",57000
RAWANG BRANCH,TOYOTA,2019,84,0.0395," RM48,001 - RM72,000",67000
"J.SONG THIAN CHEOK,KUCHING       ",PERODUA,2019,84,0.0413," Above RM120,000    ",73600
BINTULU BRANCH,PERODUA,2019,108,0.0427, Undisclosed        ,73500
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,108,0.0424," RM18,001 - RM24,000",73700
SEREMBAN BRANCH,PERODUA,2019,108,0.0472," RM24,001 - RM48,000",33700
TAIPING BRANCH,PERODUA,2019,108,0.048," RM72,001 - RM96,000",58000
PUCHONG JAYA,HONDA,2019,108,0.0399," RM72,001 - RM96,000",121000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0478, Undisclosed        ,30000
SS2 PJ,MAZDA,2019,108,0.0401," Above RM120,000    ",138300
"HUMPHREY STREET, SANDAKAN BRANCH",PERODUA,2019,96,0.0465," RM24,001 - RM48,000",46000
KEPONG BRANCH,SUBARU,2019,108,0.0394," RM24,001 - RM48,000",107000
TAMAN SRI TEBRAU,HONDA,2019,108,0.0399," Above RM120,000    ",128000
SEREMBAN 2,PROTON,2018,108,0.0495," RM24,001 - RM48,000",36600
KUCHING RH PLAZA,PERODUA,2019,108,0.0485," RM12,001 - RM18,000",49200
JELUTONG,TOYOTA,2019,84,0.0391," RM48,001 - RM72,000",63500
BIDOR BRANCH,PERODUA,2019,108,0.0472," RM12,001 - RM18,000",34900
TAWAU BRANCH,TOYOTA,2019,60,0.0385," RM24,001 - RM48,000",98000
KOTA TINGGI BRANCH,VOLKSWAGEN,2019,96,0.0418," RM72,001 - RM96,000",140000
PUCHONG JAYA,MINI,2018,60,0.0387," RM24,001 - RM48,000",100000
PUCHONG JAYA,PERODUA,2019,108,0.0476," RM24,001 - RM48,000",50200
"T.NIAGA JAYA,BKT MERTAJAM   ",PERODUA,2019,108,0.0492," RM24,001 - RM48,000",34500
KROKOP ,PROTON,2019,108,0.0405," RM48,001 - RM72,000",91900
SEREMBAN 2,PROTON,2019,108,0.0498," RM24,001 - RM48,000",48000
TAMAN SRI TEBRAU,HONDA,2019,60,0.0395," RM24,001 - RM48,000",60000
TAMAN MIDAH,BMW,2019,108,0.0392," Above RM120,000    ",276000
JELUTONG,TOYOTA,2019,108,0.039," RM24,001 - RM48,000",67000
SEREMBAN 2,HONDA,2019,60,0.0405," RM48,001 - RM72,000",52000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0465," RM48,001 - RM72,000",49300
RAUB BRANCH,PERODUA,2019,72,0.0418," RM48,001 - RM72,000",60000
KUALA TERENGGANU (2),PROTON,2019,108,0.045," RM48,001 - RM72,000",56700
"JLN SULTAN BADLISHAH, ALOR SETAR BRANCH",PERODUA,2019,108,0.0495," RM24,001 - RM48,000",44000
BATU PAHAT BRANCH,PROTON,2019,108,0.0497," RM24,001 - RM48,000",29400
BINTULU BRANCH,ISUZU,2019,108,0.04," RM96,001 - RM120,000",124000
"JALAN KAPAR, KLANG          ",HONDA,2019,108,0.0401," RM72,001 - RM96,000",100000
"KOMPLEKS MUNSHI ABDULLAH, MELAKA BRANCH",PROTON,2019,108,0.0509," RM24,001 - RM48,000",29000
DESA SRI HARTAMAS BRANCH,HONDA,2019,84,0.0394," RM72,001 - RM96,000",100000
TAMAN SRI TEBRAU,TOYOTA,2019,108,0.0403," RM48,001 - RM72,000",79000
BALAKONG BRANCH,PERODUA,2019,60,0.042," RM24,001 - RM48,000",40000
TELUK INTAN BRANCH,PERODUA,2019,84,0.0412," Above RM120,000    ",72300
TANJONG MALIM,PERODUA,2019,108,0.0456," RM24,001 - RM48,000",48900
DESA SRI HARTAMAS BRANCH,PERODUA,2019,84,0.0414," RM24,001 - RM48,000",64260
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",PROTON,2019,108,0.0475," RM18,001 - RM24,000",43400
LANGKAWI,PROTON,2019,108,0.049," RM12,001 - RM18,000",34500
LABUAN BRANCH,TOYOTA,2019,36,0.0397," Above RM120,000    ",90000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",HONDA,2019,72,0.0402," RM72,001 - RM96,000",60000
SATOK BRANCH,PERODUA,2019,108,0.0483," RM18,001 - RM24,000",22000
PENANG BRANCH,PERODUA,2019,108,0.0502," RM24,001 - RM48,000",36800
BATU PAHAT BRANCH,PROTON,2019,108,0.0476," RM24,001 - RM48,000",33000
"JALAN ONG YI HOW, BUTTERWORTH BRANCH",TOYOTA,2018,84,0.0394," RM48,001 - RM72,000",100000
PUCHONG JAYA,KIA,2018,108,0.0407," RM48,001 - RM72,000",85500
"JALAN BESERAH, KUANTAN   ",PROTON,2019,108,0.0483," RM18,001 - RM24,000",35400
"PORT KLANG, SELANGOR         ",PERODUA,2019,108,0.048," RM24,001 - RM48,000",50400
KROKOP ,TOYOTA,2019,36,0.0477," RM24,001 - RM48,000",20000
KOTA KINABALU API API,TOYOTA,2019,108,0.0405," RM48,001 - RM72,000",131700
PONTIAN,TOYOTA,2019,84,0.0392," RM24,001 - RM48,000",71500
KAJANG BRANCH,TOYOTA,2019,36,0.0397," Above RM120,000    ",80000
BATU PAHAT BRANCH,NISSAN,2019,108,0.0392," RM72,001 - RM96,000",135300
PUCHONG JAYA,HONDA,2019,108,0.0392," Above RM120,000    ",139800
"TAMAN SENTOSA, KLANG BRANCH",MITSUBISHI,2019,36,0.0393," Above RM120,000    ",100000
BINTULU BRANCH,TOYOTA,2019,84,0.0396," RM24,001 - RM48,000",82000
IPOH BRANCH,PERODUA,2019,108,0.047," RM24,001 - RM48,000",32700
BATU PAHAT BRANCH,HONDA,2019,108,0.0403," RM24,001 - RM48,000",72500
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0457," RM48,001 - RM72,000",34900
KL MAIN (EON BUILDING),PERODUA,2018,108,0.0484," RM24,001 - RM48,000",38900
SUNGAI BAKAP,BMW,2019,84,0.0375," Above RM120,000    ",150000
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.0486," RM12,001 - RM18,000",34500
PUCHONG JAYA,PERODUA,2019,72,0.0466," RM24,001 - RM48,000",42000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",PROTON,2019,60,0.0452," Above RM120,000    ",36800
PUCHONG JAYA,PERODUA,2019,108,0.0434," RM96,001 - RM120,000",64000
TAMAN ABAD,HONDA,2019,60,0.0381," Above RM120,000    ",100000
DESA CEMERLANG,MITSUBISHI,2019,108,0.0398," Above RM120,000    ",132000
SS2 PJ,HONDA,2019,108,0.0406," RM24,001 - RM48,000",73000
SIBU,MITSUBISHI,2018,108,0.0403," Above RM120,000    ",98000
PUCHONG JAYA,MAZDA,2019,108,0.0387," RM96,001 - RM120,000",147600
"BANDAR BOTANIC, SELANGOR",PERODUA,2019,108,0.0485," RM24,001 - RM48,000",39300
PUCHONG JAYA,MINI,2019,84,0.0381," Above RM120,000    ",194000
KOTA KINABALU API API,NISSAN,2019,108,0.0409," RM48,001 - RM72,000",65500
BATU PAHAT BRANCH,TOYOTA,2019,108,0.0409," RM24,001 - RM48,000",60500
TAMAN SRI TEBRAU,PROTON,2019,108,0.0484," RM48,001 - RM72,000",33600
KUANTAN BRANCH,NISSAN,2018,108,0.04," RM72,001 - RM96,000",100000
KLUANG BRANCH,HONDA,2019,108,0.0404," RM72,001 - RM96,000",68500
BATU PAHAT BRANCH,TOYOTA,2019,84,0.039," RM24,001 - RM48,000",70000
KOTA KINABALU API API,PERODUA,2019,108,0.0493," RM18,001 - RM24,000",33500
TAMAN SRI TEBRAU,NISSAN,2018,108,0.0402," RM96,001 - RM120,000",128600
KL MAIN (EON BUILDING),HONDA,2019,108,0.0398," RM48,001 - RM72,000",56000
KL MAIN (EON BUILDING),PERODUA,2019,60,0.041," RM48,001 - RM72,000",60000
PUCHONG JAYA,MERCEDES BENZ,2019,84,0.0383," RM72,001 - RM96,000",200000
BANDAR SRI PERMAISURI BRANCH,PERODUA,2019,36,0.0629," RM24,001 - RM48,000",10000
"JALAN KAPAR, KLANG          ",HONDA,2019,60,0.0401," Above RM120,000    ",50000
KANGAR BRANCH,TOYOTA,2019,84,0.0403," RM48,001 - RM72,000",40000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",MAZDA,2019,108,0.04," RM48,001 - RM72,000",110000
TAMAN SRI TEBRAU,HONDA,2019,108,0.0402," RM72,001 - RM96,000",127600
KOTA KINABALU PANTAI,HONDA,2019,108,0.0408," RM24,001 - RM48,000",80800
"PUSAT DAGANGAN BAKRI,MUAR",HONDA,2019,108,0.04," RM48,001 - RM72,000",76400
SENAI,PROTON,2019,36,0.053, Undisclosed        ,20000
TAMAN ABAD,KIA,2019,60,0.0387," Above RM120,000    ",171000
"JLN SULTAN BADLISHAH, ALOR SETAR BRANCH",PERODUA,2019,84,0.0453," RM24,001 - RM48,000",38000
MELAKA TMR1,PROTON,2018,108,0.0488," RM24,001 - RM48,000",34000
KL MAIN (EON BUILDING),NISSAN,2019,108,0.0402," RM24,001 - RM48,000",127000
TAMAN SRI TEBRAU,MAZDA,2019,84,0.0383," RM24,001 - RM48,000",134000
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,108,0.046," RM18,001 - RM24,000",40000
MELAKA TMR1,PROTON,2018,108,0.0495," RM12,001 - RM18,000",34500
BANDAR SRI AMAN,TOYOTA,2019,108,0.0401," RM72,001 - RM96,000",89700
TAMAN MIDAH,PERODUA,2019,84,0.0418," Above RM120,000    ",70000
"JALAN KAPAR, KLANG          ",PROTON,2018,108,0.0399," RM48,001 - RM72,000",95000
TAMAN SRI TEBRAU,TOYOTA,2019,84,0.0391," RM48,001 - RM72,000",100000
KOTA KINABALU API API,PERODUA,2019,108,0.0485," RM24,001 - RM48,000",49000
